Activity	Subject	tBodyAccMeanX	tBodyAccMeanY	tBodyAccMeanZ	tBodyAccStdX	tBodyAccStdY	tBodyAccStdZ	tGravityAccMeanX	tGravityAccMeanY	tGravityAccMeanZ	tGravityAccStdX	tGravityAccStdY	tGravityAccStdZ	tBodyAccJerkMeanX	tBodyAccJerkMeanY	tBodyAccJerkMeanZ	tBodyAccJerkStdX	tBodyAccJerkStdY	tBodyAccJerkStdZ	tBodyGyroMeanX	tBodyGyroMeanY	tBodyGyroMeanZ	tBodyGyroStdX	tBodyGyroStdY	tBodyGyroStdZ	tBodyGyroJerkMeanX	tBodyGyroJerkMeanY	tBodyGyroJerkMeanZ	tBodyGyroJerkStdX	tBodyGyroJerkStdY	tBodyGyroJerkStdZ	tBodyAccMagMean	tBodyAccMagStd	tGravityAccMagMean	tGravityAccMagStd	tBodyAccJerkMagMean	tBodyAccJerkMagStd	tBodyGyroMagMean	tBodyGyroMagStd	tBodyGyroJerkMagMean	tBodyGyroJerkMagStd	fBodyAccMeanX	fBodyAccMeanY	fBodyAccMeanZ	fBodyAccStdX	fBodyAccStdY	fBodyAccStdZ	fBodyAccMeanFreqX	fBodyAccMeanFreqY	fBodyAccMeanFreqZ	fBodyAccJerkMeanX	fBodyAccJerkMeanY	fBodyAccJerkMeanZ	fBodyAccJerkStdX	fBodyAccJerkStdY	fBodyAccJerkStdZ	fBodyAccJerkMeanFreqX	fBodyAccJerkMeanFreqY	fBodyAccJerkMeanFreqZ	fBodyGyroMeanX	fBodyGyroMeanY	fBodyGyroMeanZ	fBodyGyroStdX	fBodyGyroStdY	fBodyGyroStdZ	fBodyGyroMeanFreqX	fBodyGyroMeanFreqY	fBodyGyroMeanFreqZ	fBodyAccMagMean	fBodyAccMagStd	fBodyAccMagMeanFreq	fBodyBodyAccJerkMagMean	fBodyBodyAccJerkMagStd	fBodyBodyAccJerkMagMeanFreq	fBodyBodyGyroMagMean	fBodyBodyGyroMagStd	fBodyBodyGyroMagMeanFreq	fBodyBodyGyroJerkMagMean	fBodyBodyGyroJerkMagStd	fBodyBodyGyroJerkMagMeanFreq	"angletBodyAccMean,gravity"	"angletBodyAccJerkMean,gravityMean"	"angletBodyGyroMean,gravityMean"	"angletBodyGyroJerkMean,gravityMean"	"angleX,gravityMean"	"angleY,gravityMean"	"angleZ,gravityMean"
WALKING_UPSTAIRS	15	0.270187596	-0.028752386	-0.116952465	-0.026097184	-0.00406536	-0.379717488	-0.113883989	0.022701513	-0.357323574	0.236095369	-0.068672231	-0.386778224	0.109134893	0.181145028	0.558962643	-0.035723324	-0.521443	-0.8050141	-0.808044517	-0.277110661	-0.09911722	-0.348235599	0.393839145	0.279442866	0.078176986	-0.485639237	0.325688372	-0.078788873	0.104533844	-0.226161504	0.156897785	0.052513802	0.117784867	-0.17648323	0.083515072	-0.040593919	0.030977248	-0.381929971	0.054543803	-0.179284519	0.918544812	-0.314961013	0.081180341	-0.952562396	-0.927648821	-0.921618479	-0.953783696	-0.928833899	-0.924921808	0.861523724	-0.311314745	0.090746343	0.92119729	-0.304414649	0.063113396	-0.080191308	0.783158921	-0.828364239	-0.987184423	-0.957344605	-0.934851009	-0.935031703	-0.33456286	-1	-0.104278831	-0.618823327	0.675247164	-0.730832501	0.785599123	-0.473266493	0.498266884	-0.560759119	0.636641544	-0.668302608	0.687498801	-0.705826184	0.720265405	0.563151071	-0.01331938	0.245687423	0.072972433	-0.004173618	-0.005258799	-0.186944665	-0.311861357	-0.748809454
LAYING	16	0.274227163	-0.016610351	-0.107310493	-0.973691429	-0.94306115	-0.965490276	-0.974437037	-0.941570618	-0.965316192	-0.922602116	-0.547494759	-0.80221017	0.827583816	0.670238084	0.829174323	-0.959523756	-0.99883925	-0.998143612	-0.997251414	-0.975990651	-0.951131449	-0.968015995	-0.345506108	-0.387267184	-0.44405319	-0.053799874	-0.023679328	0.033321377	0.111026741	0.092992604	-0.130113121	0.189359334	-0.091363403	0.16594585	-0.079972103	0.097998285	-0.170555158	-0.145596992	-0.437956727	-0.150354016	-0.206783742	-0.019927023	0.893884469	-0.963761978	-0.966087104	-0.967886002	-0.964981882	-0.967540465	-0.969228737	-0.260199278	-0.035958575	0.884747746	-0.171677032	-0.002842404	0.886972905	0.317938258	-0.918965576	-0.624802853	0.561373448	-0.967575673	-0.972455575	-0.973862825	-0.487065299	-0.726808548	-0.558266536	-0.634721618	0.6469048	-0.658993311	0.671128902	-0.5208009	0.477303041	-0.464204633	0.464937494	-0.382079273	0.386595013	-0.390755936	0.392150066	-0.16774344	-0.679026527	-0.015400523	0.078396027	0.013280505	-0.001541051	-0.988416724	-0.984867287	-0.987644127
SITTING	16	0.280768574	-0.010249794	-0.089140404	-0.986825605	-0.951607872	-0.939672247	-0.98813225	-0.952671636	-0.937421468	-0.927435341	-0.537796638	-0.7764637	0.841500337	0.680536294	0.826829415	-0.961402266	-0.998782578	-0.996139458	-0.982014609	-0.989910614	-0.962125686	-0.934736167	-0.603912507	-0.556111217	-0.371619931	0.1648393	-0.058868619	0.064140235	0.104231226	0.165508865	-0.096710252	0.164235453	0.083120956	0.138830894	-0.030598498	0.031707136	-0.091686215	-0.01635452	-0.111432152	0.134807723	0.942457378	-0.086588254	0.08926822	-0.980158243	-0.968023207	-0.945813561	-0.980445987	-0.968812894	-0.94679195	0.873411946	-0.103708655	0.091337242	0.955085477	-0.069641414	0.077584323	-0.31246072	0.845745169	-0.98069378	-0.913486232	-0.981741244	-0.971714468	-0.950038291	-0.911170491	-0.952992889	-0.746374331	-0.430164542	0.452389667	-0.474671338	0.497111331	-0.376782189	0.354536838	-0.374101398	0.411159922	-0.418388622	0.431274587	-0.443875465	0.453658237	0.075657328	-0.19240774	0.251550886	0.073434672	0.009856429	-0.011503058	-0.990861135	-0.981800971	-0.983487213
STANDING	16	0.283497403	-0.016599967	-0.103657729	-0.989076812	-0.960298268	-0.953468962	-0.990085274	-0.960426701	-0.951555672	-0.930307519	-0.552169189	-0.794313823	0.844589959	0.677277044	0.829169934	-0.968888565	-0.999197714	-0.998370904	-0.993579821	-0.991139181	-0.969257501	-0.949088404	-0.574138384	-0.557472783	-0.452460609	0.183228761	-0.086162401	0.074181124	0.022344465	0.135394729	-0.107779388	0.204247484	-0.067540657	0.117469834	-0.064234101	0.079594637	-0.11579455	-0.017669992	0.143898247	-0.060307945	0.941587749	-0.057886705	-0.166737468	-0.98535969	-0.980552436	-0.959562831	-0.985378018	-0.98066928	-0.959688968	0.871152997	-0.078248235	-0.165609314	0.956723459	-0.035832098	-0.173958244	-0.230428515	0.842954885	-0.962035763	-0.932815663	-0.985626853	-0.981222935	-0.960683188	-0.918071954	-0.779538511	-1	-0.455933836	0.471925385	-0.487872074	0.503889585	-0.439880458	0.40152283	-0.399492577	0.413415772	-0.482874456	0.490133629	-0.497048471	0.501013464	-0.187131162	0.643905033	-0.136678656	0.073643891	0.012076795	-0.004763106	-0.991026497	-0.982621955	-0.988073826
WALKING	16	0.276023565	-0.020428693	-0.10880405	-0.404692524	-0.314569762	-0.15979979	-0.405211902	-0.349799364	-0.154179094	-0.36959779	-0.149400844	-0.316099636	0.331776645	0.286795197	0.279403934	-0.248172852	-0.819721325	-0.90717871	-0.677835939	-0.413744929	-0.547595552	-0.241763956	0.402305676	0.221202059	0.308271753	-0.435700351	0.343668883	-0.077706707	0.034143256	-0.251435184	0.252362801	-0.005235297	0.042631821	-0.38234071	0.355340189	-0.13859962	-0.052938457	0.015741175	-0.201364457	0.035866944	0.925981326	-0.066824647	-0.217351194	-0.982469595	-0.973784842	-0.961387254	-0.982785282	-0.974551453	-0.962205067	0.857787703	-0.084121516	-0.214880631	0.94013486	-0.04714557	-0.223872878	-0.05919731	0.802297433	-0.949902028	-0.896388222	-0.983922752	-0.976777094	-0.964813845	-0.717090595	-0.712058252	-1	-0.396390735	0.469683713	-0.539448838	0.605569744	-0.24805659	0.243046549	-0.287721521	0.350934623	-0.350152176	0.430764764	-0.509957338	0.58478121	-0.027216504	0.350611703	-0.057906209	0.077022377	0.009684447	0.003608033	-0.396223738	-0.425563859	-0.440258217
WALKING_DOWNSTAIRS	16	0.295586802	-0.018389858	-0.119873705	0.207251998	-0.146993838	0.011435394	0.165410172	-0.164172919	-0.018505966	0.439936546	-0.012756666	-0.38128535	0.057964327	0.227080906	-0.079720334	0.161222918	-0.258322494	-0.856335614	-0.531673989	0.062868094	-0.358344072	-0.114594232	0.237448622	0.207683687	0.331808137	-0.345633503	0.202117688	-0.232515628	0.459246526	-0.192781898	0.187565532	0.089592247	-0.001341123	-0.277477635	0.29454333	-0.165419916	0.054057605	-0.116112427	-0.653582012	0.085407821	0.917818427	-0.058483268	-0.225382496	-0.957785118	-0.955487794	-0.910588943	-0.958784111	-0.95610497	-0.912737573	0.858845169	-0.07113387	-0.214257144	0.923273154	-0.04460506	-0.247020956	-0.076611847	0.78124006	-0.956000254	-0.891548004	-0.962124909	-0.958764849	-0.921825436	-0.330072209	-0.618955931	-1	-0.636580591	0.701451539	-0.765162672	0.827707688	-0.261329293	0.267155458	-0.323437543	0.398732483	-0.399925535	0.465718104	-0.531059319	0.593042998	0.021986813	0.20487756	0.070119717	0.090785706	-0.014811453	-0.029312256	-0.101186927	-0.261684752	-0.303381583
WALKING_UPSTAIRS	16	0.255986103	-0.014365495	-0.124074518	-0.397083832	-0.163732745	-0.129283826	-0.439107193	-0.192195919	-0.145623612	-0.267299779	0.030676011	-0.345757806	0.318152071	0.257084645	0.227046664	-0.219807584	-0.814793698	-0.861634449	-0.649328528	-0.511109871	-0.386277399	-0.229076052	0.362489161	0.21233768	0.284696355	-0.445638873	0.333819908	-0.235539388	0.265315125	-0.31442912	0.201950705	0.150337918	-0.101901057	-0.295760737	0.159478261	-0.066902135	0.132306914	-0.078018589	-0.450482126	0.023978627	0.826874283	-0.080592603	-0.379059698	-0.948413553	-0.933657461	-0.907649559	-0.949109365	-0.934972328	-0.910227665	0.772871396	-0.087015448	-0.360486428	0.833006479	-0.073614913	-0.396180193	0.396828492	0.55676289	-0.88936023	-0.704835033	-0.951747885	-0.940155267	-0.917643693	-0.264229198	-0.556183906	-1	-0.668522208	0.716774302	-0.764363392	0.811337737	-0.464189789	0.455255512	-0.482127353	0.523060334	-0.666138052	0.704317079	-0.742055077	0.7761969	-0.066534675	0.387807118	-0.059374597	0.076252668	0.017372933	0.038053359	-0.52108914	-0.425625937	-0.59341113
LAYING	17	0.269780086	-0.016846201	-0.10700628	-0.972960567	-0.944792875	-0.9534767	-0.97524074	-0.943799482	-0.951517658	-0.921188599	-0.540800517	-0.798007348	0.81566135	0.674147705	0.823412288	-0.949976962	-0.997749895	-0.996745247	-0.99612832	-0.978723558	-0.953641612	-0.951024409	-0.492722683	-0.505329264	-0.392415881	0.029949719	-0.009085039	0.046689105	-0.111181391	0.126832969	-0.122200418	0.226613675	-0.220016891	0.078194815	-0.05553215	0.099023461	-0.23210111	0.222332641	-0.303990387	-0.632349133	-0.19913309	0.658792072	0.722657502	-0.961063222	-0.961466681	-0.957164565	-0.961383043	-0.962085389	-0.957710785	-0.253956979	0.623955615	0.718261168	-0.165485059	0.663243962	0.71493329	0.516549369	-0.929350173	-0.088492958	0.043315682	-0.963011549	-0.964780141	-0.960081277	-0.533775033	-0.40606191	-0.345492283	-0.439045814	0.439567806	-0.439958199	0.440363307	-0.334659714	0.273127392	-0.253939586	0.254188962	-0.399877675	0.400661854	-0.401199387	0.399077647	0.369538009	-0.482100999	-0.930501588	0.077908975	0.007068671	-0.000143543	-0.981489017	-0.976960543	-0.982813001
SITTING	17	0.27735702	-0.014156274	-0.113624085	-0.994443905	-0.96185863	-0.965729196	-0.995133847	-0.960220424	-0.964797766	-0.93761004	-0.549813858	-0.808383211	0.846562833	0.684885149	0.82822976	-0.97363887	-0.999878482	-0.997231313	-0.996565975	-0.995513583	-0.964642756	-0.965724505	-0.690852468	-0.566626679	-0.551417335	0.177059819	-0.076866945	0.078154248	0.040907202	0.196422663	-0.155280827	0.207018864	-0.119716503	0.178385062	-0.092724637	0.076680654	-0.147761868	0.014548707	0.074161549	0.269356561	0.944883748	-0.002814673	-0.135803882	-0.990196617	-0.966720106	-0.956610644	-0.990395475	-0.967082384	-0.957973621	0.873327758	-0.021666009	-0.132282762	0.961703096	0.013281873	-0.142992632	-0.420418494	0.85194142	-0.986020254	-0.920911334	-0.9912547	-0.968848404	-0.963461526	-0.914194856	-0.838417548	-0.832522878	-0.438771238	0.452605827	-0.466427876	0.480357016	-0.425156141	0.378705219	-0.369260542	0.376489599	-0.429855165	0.435716936	-0.441369975	0.444313279	0.246682864	0.301889976	0.663478224	0.075070986	0.00560971	-0.001554484	-0.994340603	-0.988637002	-0.990529262
STANDING	17	0.277942503	-0.017412006	-0.111432146	-0.99116392	-0.968176664	-0.970462679	-0.992110256	-0.967273663	-0.967982106	-0.933116061	-0.556159849	-0.808997321	0.844346077	0.683185309	0.834800235	-0.976611892	-0.999616054	-0.998717989	-0.997419103	-0.993128425	-0.972034265	-0.964663607	-0.64458489	-0.568363863	-0.548677551	0.173527418	-0.108010289	0.084327126	-0.015964049	0.183701101	-0.168276179	0.227324547	-0.13989447	0.205257866	-0.122251791	0.110616988	-0.158305836	0.336759801	0.277669044	0.323178732	0.904678547	-0.257486818	-0.202687757	-0.985751366	-0.975810476	-0.969171762	-0.986073705	-0.976419907	-0.969734868	0.834078765	-0.272261203	-0.203440284	0.919993315	-0.235584098	-0.208170978	0.091780715	0.748028085	-0.881050278	-0.885864396	-0.98733388	-0.978869792	-0.971995372	-0.775832884	-1	-1	-0.443344038	0.451747867	-0.460154323	0.468696155	-0.449115997	0.401792526	-0.389672557	0.393494859	-0.434332515	0.440875101	-0.447164899	0.450686633	0.775856855	0.667709344	0.484818972	0.074086496	0.006578535	-0.004035996	-0.992094006	-0.98666126	-0.991217027
WALKING	17	0.272341855	-0.01848754	-0.109792122	-0.319500173	-0.017579789	-0.265824489	-0.342768814	-0.03977743	-0.261595364	-0.120782034	-0.059975764	-0.301137454	0.310028521	0.133863081	0.442437444	-0.158556937	-0.764890134	-0.812539666	-0.752356128	-0.395218899	-0.268777443	-0.230094889	0.458446893	0.292331547	0.15364364	-0.522684246	0.390293018	-0.056571144	-0.00955805	-0.284471456	0.282361083	0.093979601	-0.195372449	-0.351827909	0.279418768	0.046494001	-0.270490016	0.030707849	-0.120973546	0.271033255	0.928112369	-0.179927383	-0.19026595	-0.980983352	-0.968613203	-0.956903248	-0.981430904	-0.969366364	-0.958713945	0.860829512	-0.193107025	-0.186876539	0.941592384	-0.160556773	-0.198312739	-0.106970964	0.807496823	-0.927010977	-0.918600786	-0.982961747	-0.972598225	-0.96214722	-0.560582381	-1	-1	-0.438471591	0.50172779	-0.561922641	0.61897976	-0.085872862	0.071123748	-0.11604398	0.183467268	-0.401404013	0.444757148	-0.486837981	0.524893852	0.308528279	0.26501168	0.028719151	0.077318858	0.013009855	0.024375333	-0.355492635	-0.093538503	-0.534303312
WALKING_DOWNSTAIRS	17	0.293918283	-0.01673594	-0.089243275	0.18771976	-0.060789204	-0.231064157	0.138969905	-0.069603016	-0.238146894	0.417120084	-0.038251483	-0.417364965	-0.010365404	0.14710612	0.267911491	0.113316866	-0.287474905	-0.823109286	-0.706672604	-0.004497139	-0.262010926	-0.291197785	0.262698782	0.262137257	0.278290199	-0.425694958	0.228123498	-0.095650063	0.298728852	-0.351619888	0.276133741	0.061772479	-0.029177604	-0.311069838	0.251594079	-0.057523113	-0.05527342	-0.512826881	-0.587368022	0.165039585	0.928817578	-0.151077058	-0.160962986	-0.950026242	-0.946576676	-0.901097767	-0.950432554	-0.947858515	-0.901174629	0.87216593	-0.158514343	-0.147939358	0.932209277	-0.138569849	-0.183426365	-0.262081195	0.809630506	-0.946945044	-0.927727774	-0.95054658	-0.951801685	-0.902993003	-0.435762968	-0.991327571	-1	-0.654521453	0.723776546	-0.792745498	0.861438352	-0.394538175	0.403544956	-0.454313985	0.520749541	-0.528281005	0.573469885	-0.6183127	0.659841472	0.462065603	-0.047355752	0.107165052	0.118250858	-0.011382618	-0.009398381	-0.103436471	-0.304063534	-0.536331571
WALKING_UPSTAIRS	17	0.252604769	-0.022864561	-0.121290442	-0.062952754	-0.013172101	-0.230220954	-0.130291412	-0.041452179	-0.225588738	0.11774049	0.02756275	-0.343426499	0.022991006	0.119155082	0.417325549	-0.024796151	-0.554476145	-0.806309826	-0.716939505	-0.240468744	-0.273335026	-0.278812723	0.461503892	0.202105184	0.111211792	-0.473953865	0.262156828	-0.05533705	0.214733616	-0.290114061	0.207962709	0.063229912	-0.015260114	-0.285225571	0.116600796	0.037475486	0.037360533	-0.503794833	-0.483815424	0.355737784	0.853530566	-0.284153753	-0.298171464	-0.949460372	-0.915973466	-0.930159844	-0.950640972	-0.916283292	-0.932784061	0.798764368	-0.278571273	-0.286158616	0.858325474	-0.276910421	-0.311139311	0.320982526	0.621032504	-0.843077589	-0.795603002	-0.953712875	-0.919352654	-0.94057943	-0.243486112	-1	-1	-0.652271974	0.714028304	-0.775210634	0.835837632	-0.554213391	0.566736153	-0.610694016	0.666392356	-0.665981933	0.708132151	-0.749888991	0.788068386	0.337180857	0.383297579	0.2156462	0.076804417	0.030835651	0.007595338	-0.292665827	-0.349791873	-0.657430836
LAYING	18	0.274691577	-0.017393768	-0.107698928	-0.984527649	-0.986160921	-0.987658662	-0.985619914	-0.98605602	-0.987834079	-0.927176132	-0.569041943	-0.816640142	0.837113145	0.687704606	0.84007466	-0.985876868	-0.999681873	-0.999877896	-0.99971414	-0.986777456	-0.98774311	-0.987524038	-0.461325722	-0.63163295	-0.547583506	0.067140714	-0.02788172	0.136892952	-0.09412192	0.222602421	-0.088044364	0.238063079	-0.072551824	0.309210583	-0.128045262	0.165315916	-0.16321214	-0.048586977	-0.311437013	-0.179297737	-0.220600509	0.719755404	0.605495318	-0.982715988	-0.994093523	-0.99095725	-0.98308931	-0.994170737	-0.991036738	-0.284280364	0.675106251	0.593925592	-0.181049591	0.734530574	0.605687404	0.327756173	-0.939195032	0.12368229	-0.164557722	-0.983887679	-0.994580775	-0.991228477	-0.642796318	-0.845340539	-0.775510509	-0.437682928	0.452380932	-0.467024704	0.48173067	-0.059797859	-0.004059352	0.00699283	0.016754177	-0.231790681	0.241805797	-0.251497968	0.258672092	0.196501708	-0.464768364	-0.530808833	0.074998501	0.011701896	-0.001213448	-0.985921071	-0.985554339	-0.990660246
SITTING	18	0.277270019	-0.012869128	-0.111904776	-0.994347989	-0.974928131	-0.977572717	-0.994992113	-0.97451484	-0.976699728	-0.938014806	-0.556300969	-0.8149324	0.84548016	0.687507466	0.83349478	-0.983721962	-0.99994017	-0.999306373	-0.998633532	-0.995259264	-0.97834516	-0.975054468	-0.632415784	-0.500051761	-0.539578176	0.203158481	-0.063140069	0.096618231	0.054920294	0.185685078	-0.113624527	0.183113514	0.076120115	0.186789307	-0.071464229	0.101674511	-0.14491668	-0.093238795	-0.102830526	0.074420532	0.909816469	0.129886476	0.161877418	-0.994043771	-0.984035479	-0.978340183	-0.994184149	-0.984617463	-0.978570871	0.837540102	0.102807527	0.157557332	0.929168439	0.148771789	0.159995952	-0.139305757	0.76450837	-0.906815029	-0.92351416	-0.994694399	-0.986515057	-0.979583018	-0.926824121	-0.794105802	-0.743094194	-0.32789556	0.350555513	-0.373334543	0.396324447	-0.343279043	0.310339085	-0.320790782	0.349775632	-0.3713173	0.382983888	-0.394411207	0.403153896	-0.304312182	-0.351960534	0.217180891	0.076622889	0.006945603	0.00278757	-0.991624662	-0.984002717	-0.990153122
STANDING	18	0.278458806	-0.016635352	-0.108453356	-0.992019763	-0.954223436	-0.961873909	-0.993370465	-0.953953925	-0.960057953	-0.934002155	-0.5507665	-0.801362219	0.842233946	0.672035931	0.831255253	-0.972863383	-0.999898317	-0.999078617	-0.998177465	-0.994869688	-0.96170389	-0.958852862	-0.575590779	-0.422629778	-0.435026104	0.178825046	-0.076703057	0.126554843	0.048770474	0.028620624	-0.078339843	0.237824162	-0.055781031	0.131402078	-0.083906917	0.102561843	-0.155445963	0.102661257	-0.078150428	0.236702763	0.94757324	-0.204206321	-0.048576711	-0.994270075	-0.981335942	-0.976044291	-0.994459199	-0.981706838	-0.976263165	0.874435069	-0.221092808	-0.051799428	0.965526329	-0.18038896	-0.051939428	-0.1859826	0.858159551	-0.931426809	-0.958117869	-0.995035826	-0.982605925	-0.977408932	-0.947968999	-1	-0.722987808	-0.383592886	0.408491484	-0.433543438	0.458842314	-0.469216734	0.432661772	-0.430574129	0.443664716	-0.498022704	0.503501678	-0.508602006	0.510705083	0.561480483	0.240264338	0.385283701	0.075353948	0.010469872	-0.001816405	-0.989436674	-0.975277837	-0.988455249
WALKING	18	0.273887759	-0.017802363	-0.104218315	-0.376005521	-0.227005875	-0.428348061	-0.415875519	-0.21491151	-0.436670583	-0.110628565	-0.159641851	-0.444363427	0.271516663	0.295959502	0.470362941	-0.296416826	-0.802264668	-0.882299555	-0.841444372	-0.494038027	-0.361365964	-0.494803093	0.291088917	0.180773525	0.084088344	-0.401924533	0.288339293	-0.023773673	0.057095339	-0.219724875	0.242897153	0.016041143	-0.035459779	-0.147462472	0.185140455	-0.095395672	-0.104865992	-0.22390447	-0.133505348	0.287613407	0.923865249	-0.254317086	-0.060931342	-0.983010883	-0.975311659	-0.972483849	-0.983347008	-0.975596234	-0.973663137	0.855712542	-0.267155473	-0.062433749	0.938531927	-0.231082221	-0.065465121	-0.007731082	0.796929129	-0.891948844	-0.938594421	-0.984013888	-0.976748739	-0.976189666	-0.764669005	-1	-0.70330648	-0.408361343	0.486219797	-0.560832353	0.632081479	-0.173225196	0.18716235	-0.256026723	0.343981429	-0.389179798	0.426598579	-0.462181393	0.493232459	-0.010335108	-0.043171976	-0.095517085	0.076752428	0.028274548	0.010685091	-0.368056914	-0.320158763	-0.633325861
WALKING_DOWNSTAIRS	18	0.288439469	-0.016866692	-0.103390809	-0.302634565	-0.254214046	-0.418610127	-0.374975798	-0.283249172	-0.422338996	0.072464035	-0.195801838	-0.496872833	0.376917094	0.19583312	0.403115206	-0.288736334	-0.75221936	-0.889623034	-0.838464969	-0.55189897	-0.482492383	-0.463113787	0.10591514	0.294727432	0.203266998	-0.425550542	0.312457526	-0.159354881	0.19869451	-0.226805509	0.173376862	0.082602429	0.001729061	-0.244884567	0.231668165	-0.057216493	-0.166537472	-0.587684452	-0.329775395	0.243939885	0.932277478	-0.225809125	-0.049363673	-0.960404875	-0.932962218	-0.92166175	-0.961352036	-0.93371257	-0.923140149	0.871821517	-0.229329017	-0.040096403	0.938095391	-0.216870759	-0.066329148	-0.086386593	0.818532697	-0.915554323	-0.945823747	-0.96396964	-0.93608933	-0.927885993	-0.567098836	-1	-0.573473864	-0.595083952	0.647091678	-0.697989042	0.747795697	-0.471177141	0.476608289	-0.518736323	0.574958734	-0.469011911	0.493175713	-0.51652529	0.536344543	0.481918535	0.227744645	0.444092357	0.080904405	-0.000757069	-0.014176992	-0.387223932	-0.447033873	-0.651246665
WALKING_UPSTAIRS	18	0.265401202	-0.022206068	-0.112655891	-0.380168287	-0.21115512	-0.314373391	-0.435476657	-0.221353709	-0.326726807	-0.147648639	-0.166411762	-0.414364315	0.428655608	0.265991675	0.433307717	-0.275217888	-0.805040455	-0.87643128	-0.779442797	-0.56638775	-0.385978292	-0.384087583	0.18684823	0.239776262	0.093931586	-0.435892212	0.212872556	0.008122097	0.11563105	-0.255909795	0.13070764	0.088185461	0.064837973	-0.297715983	0.119058918	-0.017500358	0.067561052	-0.446956098	-0.264864349	0.117730565	0.883330258	-0.316619946	-0.106112549	-0.961738807	-0.942056881	-0.907839724	-0.962916947	-0.942877478	-0.910682542	0.822735075	-0.318592391	-0.089297686	0.890189235	-0.30239253	-0.123759528	0.167176243	0.694905053	-0.8273306	-0.901376257	-0.96696369	-0.945299504	-0.918540914	-0.32267016	-1	-0.500765578	-0.6922989	0.732912037	-0.772761142	0.811911339	-0.632421084	0.642680162	-0.678567268	0.723841274	-0.744224422	0.7625837	-0.780318998	0.794288962	0.423361324	0.082833851	0.108705821	0.081240203	0.021165469	0.009358966	-0.563202135	-0.567940639	-0.760829911
LAYING	19	0.272653733	-0.017142686	-0.108981462	-0.96501958	-0.973449969	-0.984672837	-0.96606525	-0.97494206	-0.98512914	-0.914730411	-0.553379502	-0.813482975	0.817190274	0.680070168	0.83823999	-0.968648	-0.998048061	-0.999555532	-0.999512004	-0.968499498	-0.980160409	-0.985270625	-0.355450954	-0.571306473	-0.55997271	-0.002619494	0.013546191	0.004707681	-0.025701733	0.249556348	-0.071497703	0.161696079	0.015259846	0.287664737	-0.085353211	0.075590381	-0.03045883	0.142633539	0.04732149	-0.110454013	-0.680043155	0.725646623	0.687623853	-0.958959611	-0.98699315	-0.988819032	-0.959901653	-0.987418077	-0.989084419	-0.730818148	0.682858391	0.676042081	-0.636810057	0.737884809	0.68721379	0.470814449	-0.927480352	0.072649234	-0.073812674	-0.962638996	-0.98857284	-0.989689704	-0.979634333	-0.74629108	-0.755821594	-0.604338157	0.61454506	-0.624606134	0.634681865	-0.049423187	-0.00839002	0.004029706	0.02734124	-0.243283815	0.261802742	-0.280112284	0.295935089	0.43436369	0.178002306	-0.242773151	0.0772318	0.011149573	-0.000988691	-0.983605223	-0.974524523	-0.988260181
SITTING	19	0.273830316	-0.01673926	-0.108707654	-0.976357663	-0.950388944	-0.951929615	-0.978455301	-0.950994253	-0.949974922	-0.919214322	-0.545191983	-0.799084154	0.828337232	0.673509718	0.822139712	-0.959931008	-0.999225465	-0.998065282	-0.99591223	-0.982271747	-0.960626559	-0.948743685	-0.389901414	-0.469242176	-0.409436221	-0.033230787	-0.025786806	0.058988701	-0.065919781	0.086379747	-0.094562339	0.186867925	0.014581905	0.135475507	-0.103925133	0.084805024	-0.07623778	-0.54424591	-0.631655586	0.30624561	0.581371509	0.360343535	0.489126595	-0.96935501	-0.969969814	-0.960394961	-0.971226415	-0.971456137	-0.961431964	0.519805846	0.333559532	0.486801232	0.597940222	0.372853715	0.482519464	0.582930323	0.100737974	-0.681216001	-0.460978565	-0.976275857	-0.975606306	-0.964735972	-0.552135681	-0.586079802	-0.512381794	-0.625833387	0.628037053	-0.629929885	0.631669025	-0.459895929	0.426398231	-0.428142994	0.445202354	-0.544207951	0.551214644	-0.557801446	0.561258255	-0.651580536	-0.80674634	0.457199786	0.075374713	0.013792101	0.001731068	-0.987043285	-0.979267729	-0.98670474
STANDING	19	0.27817226	-0.015424406	-0.109041905	-0.989910997	-0.944430271	-0.952599654	-0.991526908	-0.944558902	-0.950417878	-0.929946605	-0.538340348	-0.800158882	0.837977048	0.669794211	0.822209156	-0.961774492	-0.999833991	-0.998159899	-0.996071244	-0.993141148	-0.954483711	-0.947453828	-0.546046167	-0.423794752	-0.404643536	0.16906458	-0.044474437	0.081206234	0.071575895	0.037961943	-0.068967999	0.196121064	-0.057084638	0.143110868	-0.098244678	0.103463657	-0.175245762	0.02173831	-0.268123767	0.260518018	0.944045838	-0.223897808	0.130643718	-0.992411542	-0.971426608	-0.958862044	-0.992617728	-0.972017757	-0.959800646	0.871671392	-0.236558466	0.131432141	0.96145765	-0.202741152	0.123600354	-0.146282295	0.84882893	-0.912519312	-0.968143594	-0.99330093	-0.973837854	-0.962110872	-0.934039857	-1	-0.415044278	-0.368789677	0.391864324	-0.415088388	0.438557873	-0.528236053	0.49884721	-0.500364201	0.515393842	-0.568754987	0.57436057	-0.579619	0.581789974	0.232812892	-0.403024731	0.407634148	0.075412037	0.009913383	0.001292163	-0.984792035	-0.970543277	-0.986142492
